ID;Ano;Mes;Solicitante;Beneficiario;Tipo_Solicitante;Sub_Tipo_Dispensa;Resolucion;Moneda;Valor_CIF_Suma
162;316;1;Programa Mundial De Alimentos Pma;Programa De Las Naciones Unidas Para El Desarrollo;Dispensas Oficiales;Fao/Pma;Con Lugar;1;15095526
163;316;1;Programa Mundial De Alimentos Pma;Programa Mundial De Alimentos  Pma;Dispensas Oficiales;Fao/Pma;Con Lugar;1;11399745
164;316;1;Agencia De Cooperacion Internacional Del Japon (Jica);Agencia De Cooperacion Internacional Del Japon Jica;Dispensas Oficiales;Agencia De Cooperacion Internacional Del Japon  Jica;Con Lugar;1;22950
165;316;1;Geotermica Platanares S.A .De C.V.  (Geoplatanares);Proyecto Geotermica Platanares;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;52088504
166;316;1;Villas Corporacion S.A De C.V. (Vicorsa);Villas Corporacion S.A De C.V. (Vicorsa);Dispensas Especiales;Zolitur;Con Lugar;1;1299246
167;316;1;Eldon S, S.A De C.V.;Eldon S, S.A De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;16863609
168;316;1;Mecanismos De Energía Renovable S.A. De C.V. (Mecer);Proyecto Solar Del Sur;Dispensas Especiales;Hidroelectrica Para Autoconsumo;Con Lugar;1;3389588
169;316;1;Embajada De Los Estados Unidos De America;Terence Miller;Solicitud De Venta De Veh;Venta Libre Funcionarios Embajadas;Con Lugar;1;33989013
170;316;1;Embajada De Los Estados Unidos De America;Amanda Johnson Miller;Solicitud De Venta De Veh;Venta Libre Funcionarios Embajadas;Con Lugar;1;75305
171;316;1;Inversiones, Mercadeo Y Publicidad, S.A. De C.V;Canal 10 Television Educativa Nacional;Dispensas Especiales;Emision Del Pensamiento / Radio Y Tv;Con Lugar;1;215261
172;316;1;Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;876899
173;316;1;Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;961832
174;316;1;Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;10012156
175;316;1;Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;246384
176;316;1;Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;175498
177;316;1;Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Secretaria Nacional De Ciencia Tecnologia E Innovacion (Senacit);Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;10431908
178;316;1;Anthonys Key Hotel Corporation S.A. De C.V.;Anthonys Key Hotel Corporation S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;2839373
179;316;1;Villas Corporacion S.A De C.V. (Vicorsa);Villas Corporacion S.A De C.V. (Vicorsa);Dispensas Especiales;Zolitur;Con Lugar;1;9223919
180;316;1;Bay Island Electric Suply Y Plaza Mar;Bay Island Electric Suply Y Plaza Mar;Dispensas Especiales;Zolitur;Con Lugar;1;2870413
181;316;1;Bay Island Electric Suply Y Plaza Mar;Bay Island Electric Suply Y Plaza Mar;Dispensas Especiales;Zolitur;Con Lugar;1;3809348
182;316;1;Bay Island Electric Suply Y Plaza Mar;Bay Island Electric Suply Y Plaza Mar;Dispensas Especiales;Zolitur;Con Lugar;1;894323
183;316;1;Diamonds International Honduras, S.A.;Diamonds International Honduras, S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;1412516
184;316;1;Tgi Diving Supplies, S. De R.L;Tgi Diving Supplies, S. De R.L;Dispensas Especiales;Zolitur;Con Lugar;1;106248
185;316;1;Roatan Cruise Terminal S.A De C.V;Roatan Cruise Terminal S.A De C.V;Dispensas Especiales;Zolitur;Con Lugar;1;3421674
186;316;1;Concesionaria Vial Honduras S.A. De C.V.;Concesionaria Vial Honduras S.A. De C.V.;Permisos Especiales De Im;Constructoras (Soptravi);Con Lugar;1;13612491
187;316;1;Comision Permanente  De Contingencias   Copeco;Comision Permanente De Contingencias Copeco;Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;1000
188;316;1;Secretaria De Salud;Secretaria De Salud;Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;16980
189;316;1;Sociedad G.A. Energy, S.A. De C.V.;G.A. Energy S.A. De C.V.;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;55913817
190;316;1;Mecanismos De Energía Renovable S.A. De C.V. (Mecer);Proyecto Solar Del Sur;Dispensas Especiales;Hidroelectrica Para Autoconsumo;Con Lugar;1;38674726
191;316;1;Mecanismos De Energía Renovable S.A. De C.V. (Mecer);Proyecto Solar Del Sur;Dispensas Especiales;Hidroelectrica Para Autoconsumo;Con Lugar;1;114981873
192;316;1;Banco Centroamericano De Integracion Economica;Jhon Alejandro Amezquita Galindo;Solicitud De Venta De Veh;Venta Para Funcionarios Del Bcie;Con Lugar;1;20800
193;316;1;Asociacion Ministerio Arbol De Vida;Asociacion Ministerio Arbol De Vida;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;648752
194;316;1;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;La Asociacion  Capacitacion., Educacion Produccion, Unificacion, Desarrollo, Y Organizacion;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;15893
195;316;1;Honduran Green Power Corporation S.A. De C.V.;Honduran Green Power Corporation S.A. De C.V.;Dispensas Especiales;Hidroelectrica Para Autoconsumo;Con Lugar;1;3287627
196;316;1;Hazama Ando Corporation;Micro-Hydroelectric Power Generation Project Metropolitan Area Of Tegucigalpa;Permisos Especiales De Im;Constructora(Hazama/A.M.D.C.);Con Lugar;1;112261
197;316;1;Hazama Ando Corporation;Micro-Hydroelectric Power Generation Project Metropolitan Area Of Tegucigalpa;Permisos Especiales De Im;Constructora(Hazama/A.M.D.C.);Con Lugar;1;107690813
198;316;1;Hazama Ando Corporation;Micro-Hydroelectric Power Generation Project Metropolitan Area Of Tegucigalpa;Permisos Especiales De Im;Constructora(Hazama/A.M.D.C.);Con Lugar;1;133499501
199;316;1;Embajada De Los Estados Unidos De America;Marianna Grayson  Consulado;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;2468
200;316;1;Embajada De Los Estados Unidos De America;Raphael Metzger;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;6997
201;316;1;Embajada De Los Estados Unidos De America;Carlos Manuel Gonzalez;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;405524
202;316;1;Embajada De Los Estados Unidos De America;Carlos Manuel Gonzalez;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;13653
203;316;1;Embajada De Los Estados Unidos De America;Scott  Wayne Hedlund;Solicitud De Venta De Veh;Venta Libre Funcionarios Embajadas;Con Lugar;1;1421989
204;316;1;Embajada De Los Estados Unidos De America;Elieen Requena;Solicitud De Venta De Veh;Venta Libre Funcionarios Embajadas;Con Lugar;1;2942469
205;316;1;Embajada De Los Estados Unidos De America;Jamina Sofhia Ramirez;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;12072
206;316;1;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;106154
207;316;1;Green Global Investment;Green Global Investment;Permisos Especiales De Im;Varios;Con Lugar;1;361544
208;316;1;Embajada  De La Republica De Corea;Young June Kim;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;31670
209;316;1;Fundacion Free The Oppressed;Fundacion Free The Oppressed;Solicitud De Venta De Veh;Venta Previo Pago Ong;Con Lugar;1;20800
210;316;1;Tecno 21 S. De R.L;G.A. Energy S.A. De C.V.;Permisos Especiales De Im;Contratistas Energia Renovable;Con Lugar;1;929425
211;316;1;Empresa Desarrollos Hoteleros De Honduras S.A.De C.V.;Proyecto Hotel Hyatt San Pedro Sula;Dispensas Especiales;Incentivos Al Turismo;Con Lugar;1;255983
212;316;1;Empresa Desarrollos Hoteleros De Honduras S.A.De C.V.;Proyecto Hotel Hyatt San Pedro Sula;Dispensas Especiales;Incentivos Al Turismo;Con Lugar;1;600000
213;316;1;Secretaria De Educacion;Proyecto De Construccion Equipamiento Y Capacitacion De Escuelas De Educacion Basica Obligatoria De Nueve Grados Y Pre-Basica En Comunidades De Extrema Pobreza Ii Fase;Dispensas Oficiales;Donaciones Sector Publico (Convenio);Con Lugar;1;16683893
214;316;1;Mca-Honduras;Construccciones Carrillo Caycedo S.A. (Concay S.A.);Permisos Oficiales Reexpo;Varios;Con Lugar;1;1293248
215;316;1;Mca-Honduras;Construccciones Carrillo Caycedo S.A. (Concay S.A.);Permisos Oficiales Reexpo;Varios;Con Lugar;1;13715159
216;316;1;Mca-Honduras;Construccciones Carrillo Caycedo S.A. (Concay S.A.);Permisos Oficiales Reexpo;Varios;Con Lugar;1;90293158
217;316;1;Organizacion De Estados Iberoamericanos Para La Educacion La Ciencia Y La Cultura   Oei;Organizacion De Estados Iberoamericanos Para La Educacion La Ciencia Y La Cultura (Oei);Dispensas Oficiales;Organización De Estados Iberoamericanos O.E.I.;Con Lugar;1;7284
218;316;1;Empresa Eldi S. De R.L. (Canal 12);Empresa Eldi S. De R.L. (Canal 12);Dispensas Especiales;Emision Del Pensamiento / Radio Y Tv;Con Lugar;1;191103
219;316;1;Tropica Consulting & Contruction Company S. De R.L De C.V;Tropica Consulting & Construction Company, S. De R.L De C.V;Dispensas Especiales;Zolitur;Con Lugar;1;277375
220;316;1;Happy Hogs Imports Sa.;Happy Hogs Imports Sa.;Dispensas Especiales;Zolitur;Con Lugar;1;2089011
221;316;1;Prima Collection, S.A.;Prima Collection S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;637661
222;316;1;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Contrato De Construccion Ampliacion Y Mejoramiento De La Carretera La Esperanza- Camasca;Solicitud De Venta De Veh;Venta Previo Pago;Con Lugar;1;12500
223;316;1;Union Europea;Proyecto Fortalecimiento De La Gestión Forestal En El Municipio De San Matías, Contrato De Subvención No. Dci-Ala 2014 338-981;Dispensas Oficiales;Union Europea;Con Lugar;1;417566
224;316;1;Mecanismos De Energía Renovable S.A. De C.V. (Mecer);Proyecto Solar Del Sur;Dispensas Especiales;Aclaratoria Dispensas Especiales;Con Lugar;1;700265
225;316;1;Iglesia Catolica De Honduras;Arquidiocesis De Tegucigalpa  Parroquia Inmaculada Concepcion De Danli;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;1234024
226;316;1;Mca-Honduras;Consorcio M & S Santa Fe;Permisos Oficiales Reexpo;Modificación Permisos Oficiales De Reexportación;Con Lugar;1;10801557
227;316;1;Secretaria De Coordinacion General De Gobierno (Scgg);Secretaria De Coordinacion General De Gobierno (Scgg);Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;5113831
228;316;1;Cruz Roja  Hondureña;Cruz Roja Hondureña;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;3685144
229;316;1;Constructora Hazama Corporation;Sociedad Mercantil Hazama Corporation;Solicitud De Venta De Veh;Aclaratoria Solicitud De Venta De Vehículos;Con Lugar;1;100000
230;316;1;Construcciones Carrillo Caycedo S.A. (Concay S.A.);Construcciones Carrillo  Caycedo S.A. (Concay S.A.;Permisos Especiales De Im;Aclaratoria Permisos Especiales De Importación Temporal;Con Lugar;1;120000
231;316;1;Construcciones Carrillo Caycedo S.A. (Concay S.A.);Proyecto Programa De Mejoramiento Del Plan Puebla Panama Ca-5 Norte Tramo La Barca -Villanueva Seccion Iv Pimienta Norte-Villanueva;Permisos Especiales De Im;Aclaratoria Permisos Especiales De Importación Temporal;Con Lugar;1;1144598
232;316;1;Construcciones Carrillo Caycedo S.A. (Concay S.A.);Construcciones Carrillo  Caycedo S.A. (Concay S.A.;Permisos Especiales De Im;Aclaratoria Permisos Especiales De Importación Temporal;Con Lugar;1;100779022
233;316;1;Construcciones Carrillo Caycedo S.A. (Concay S.A.);Construcciones Carrillo  Caycedo S.A. (Concay S.A.;Permisos Especiales De Im;Aclaratoria Permisos Especiales De Importación Temporal;Con Lugar;1;90293158
234;316;1;Programa De Las Naciones Unidas Sobre El Vih Y Sida (Onusida);Hector Sucilla Perez;Dispensas Oficiales;Aclaratoria Dispensas Oficiales;Con Lugar;1;21400
235;316;1;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Aclaratoria Dispensas Oficiales;Con Lugar;1;1202463
236;316;1;Mecanismos De Energía Renovable S.A. De C.V. (Mecer);Proyecto Solar Del Sur;Dispensas Especiales;Aclaratoria Dispensas Especiales;Con Lugar;1;1466000
237;316;1;Mecanismos De Energía Renovable S.A. De C.V. (Mecer);Proyecto Solar Del Sur;Dispensas Especiales;Aclaratoria Dispensas Especiales;Con Lugar;1;351100
238;316;1;Embajada De Mexico;Maria Eugenia Ruiz Perdomo;Dispensas Oficiales;Aclaratoria Dispensas Oficiales;Con Lugar;1;23700
239;316;1;Asociacion Amor Cristiano Internacional De Tegucigalpa Orfanatorio Emmanuel;Asociacion Brigadas De Amor Cristiano;Dispensas Especiales;Aclaratoria Dispensas Especiales;Con Lugar;1;977909
240;316;1;Banco Centroamericano De Integracion Economica;Luis Alfonso Aguirre Bojorquez;Dispensas Oficiales;Aclaratoria Dispensas Oficiales;Con Lugar;1;1600
241;316;1;Construcciones Carrillo Caycedo S.A. (Concay S.A.);Proyecto Rehabilitacion De La Carretera Gualaco Bonito Oriental, Seccion Iv: San Esteban El Carbon;Permisos Especiales De Im;Aclaratoria Permisos Especiales De Importación Temporal;Con Lugar;1;57544
242;316;1;Construcciones Carrillo Caycedo S.A. (Concay S.A.);Proyecto Rehabilitacion De La Carretera Gualaco Bonito Oriental, Seccion Iv: San Esteban El Carbon;Permisos Especiales De Im;Aclaratoria Permisos Especiales De Importación Temporal;Con Lugar;1;192775
243;316;1;Construcciones Carrillo Caycedo S.A. (Concay S.A.);Proyecto Rehabilitacion De La Carretera Gualaco Bonito Oriental, Seccion Iv: San Esteban El Carbon;Permisos Especiales De Im;Aclaratoria Permisos Especiales De Importación Temporal;Con Lugar;1;1754251
244;316;1;Hidroelectrica Omoa S.A. De C.V.;Proyecto Hidroelectrico Chachahuala Iii, Ii Y I;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;235000
245;316;1;Mca-Honduras;Consorcio M & S Santa Fe;Permisos Oficiales Reexpo;Modificación Permisos Oficiales De Reexportación;Con Lugar;1;13840901
246;316;1;Cafes Finos De Exportacion, S. De R.L (Caffex);Cafes Finos De Exportacion, S. De R.L (Cafex);Permisos Especiales De Im;Modificaciones Permisos Especiales De Importación Temporal;Con Lugar;1;108600
247;316;1;Mca-Honduras;Construccciones Carrillo Caycedo S.A. (Concay S.A.);Permisos Oficiales Reexpo;Modificación Permisos Oficiales De Reexportación;Con Lugar;1;420000
248;316;1;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;1923455
249;316;1;Empresa Servicios Turisticos Y Hoteleros De Honduras S.A.;Proyecto Hotel Quinta Inn & Suite;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;88000
250;316;1;Energia Basica S.A De C.V;Proyecto Fotovoltaico Pavana Solar;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;770000
251;316;1;Cruz Roja  Hondureña;Cruz Roja Hondureña;Dispensas Especiales;Revocatorias Dispensas Especiales;Con Lugar;1;14924
252;316;1;Banco Interamericano  De Desarrollo (Bid);Banco Interamericano De Desarrollo;Dispensas Oficiales;Revocatorias;Con Lugar;1;114000
253;316;1;Hidroelectrica Omoa S.A. De C.V.;Proyecto Hidroelectrico Chachahuala Iii, Ii Y I;Dispensas Especiales;Revocatorias Dispensas Especiales;Con Lugar;1;64753625
254;316;1;Vfi Honduras S.A;Vfi Honduras S.A;Permisos Especiales De Im;Revocatoria;Con Lugar;1;55975
255;316;2;Sherib S. A.;Sherib S. A.;Dispensas Especiales;Zolitur;Con Lugar;1;3684617
256;316;2;Grupo Galindo, S.A.;Grupo Galindo, S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;3326453
257;316;2;Joyeria Relojeria E Inversiones Diversas Jade,;Joyeria Relojeria E Inversiones Diversas Jade,;Dispensas Especiales;Zolitur;Con Lugar;1;1210896
258;316;2;Embajada De Los Estados Unidos De America;Marcus B. Carpenter;Solicitud De Venta De Veh;Venta Libre Funcionarios Embajadas;Con Lugar;1;1921307
259;316;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Solicitud De Venta De Veh;Venta Previo Pago Embajada;Con Lugar;2;745404
260;316;2;Hidroelectrica El Volcan, S.A. De C.V. (Hidrovolcan);Proyecto Hidroelectrico El Tornillito;Permisos Especiales De Im;Hidroelectricas;Con Lugar;1;235000
261;316;2;Corporacion Centroamericana De Comunicaciones S.A. De C. V. (Vica);Corporacion Centroamericana De Comunicacion S.A. De C.V. (Vica);Dispensas Especiales;Emision Del Pensamiento / Radio Y Tv;Con Lugar;1;88302111
262;316;2;Hidroelectrica El Volcan, S.A. De C.V. (Hidrovolcan);Proyecto Hidroelectrico El Tornillito;Permisos Especiales De Im;Hidroelectricas;Con Lugar;1;235000
263;316;2;Grupo G Telecomunicaciones De Honduras;Grupo G Telecomunicaciones De Honduras;Dispensas Especiales;Emision Del Pensamiento / Radio Y Tv;Con Lugar;1;18814534
264;316;2;Mecanismos De Energía Renovable S.A. De C.V. (Mecer);Proyecto Solar Del Sur;Dispensas Especiales;Hidroelectrica Para Autoconsumo;Con Lugar;1;10285877
265;316;2;Mecanismos De Energía Renovable S.A. De C.V. (Mecer);Proyecto Solar Del Sur;Dispensas Especiales;Hidroelectrica Para Autoconsumo;Con Lugar;1;18055238
266;316;2;Hazama Ando Corporation;Micro-Hydroelectric Power Generation Project Metropolitan Area Of Tegucigalpa;Permisos Especiales De Im;Constructora(Hazama/A.M.D.C.);Con Lugar;1;238947
267;316;2;Embajada De Los Estados Unidos De America;Fernando Samuel Valdizan;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;405693
268;316;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;26437603
269;316;2;Embajada De Los Estados Unidos De America;Elizabeth Albin Meza;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;445071
270;316;2;Embajada De Los Estados Unidos De America;Abel Ochoa;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;454958
271;316;2;Embajada De Los Estados Unidos De America;Abel Ochoa;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;21075
272;316;2;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;5085674
273;316;2;Asociacion Evangelistica Larry Jones Feed The Children;Asociacion Evangelistica  Larry Jones  Feed The Children;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;38465
274;316;2;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;La Asociacion  Capacitacion., Educacion Produccion, Unificacion, Desarrollo, Y Organizacion;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;338433
275;316;2;Cooperacion Alemana Al Desarrollo Giz;Cooperacion Alemana Al Desarrollo Giz;Dispensas Oficiales;Agencia Suiza Para El Desarrollo;Con Lugar;1;1226946
276;316;2;Union Europea;Proyecto  Preservacion Y Proteccion Forestal Del Area De Reserva Ejidal Y Fortalecimiento De La Gobernanza Del Agua Mediante Familias Capacitadas Y Articuladas En Organizaciones Comunitarias E Instituciones En 23 Comunidades Del Municipio De Jocon Contr;Dispensas Oficiales;Union Europea;Con Lugar;1;3600
